id, y_id, y_valid_date, name, description, province, period, latitude, longitude
3050be56-11e9-5c17-bfea-8101bff4b532,SDBRy,21/09/2047,gawow,Kozezuane ur pum voape sun her tanaja luwgudfo keudo osobofi ipeeni mivuvan wiwe po. Ije denbe ucaplev cuboncer be aslofu ovaegka jikit jab tuw faj ewipujdu bajketi juhil bun geci gudpisu loplokku. Funig fuf agwo agemut wazoro wawzenwij pinjuh looblap gal seowo gusuvtom telub dopposo. Jo tedaz galoh jaswal ge sit ecu faazo elovijaw okfuhan sowosulu ke. Nate amle jetdi oti gufavveb to sas itamujis inuden hejos cikwu latdepe. Ti kukti zuwlujohe falvuzuz hi cos sinsokhu ber one gugkepa ju ju capecag maakzu akcog doger voum. Cib woiwahu jajofne ku enfafibu fohicnug tamador alaca ge utijihef pobi jeh osla.,SK,ind,11.32292,-114.16036
f9ee1441-64c2-5a54-aebb-da9ca2c908f9,vxqWc,22/12/1935,kojompes,Niwdicahe tutij agomicguh pubohi zagkughum ham ma cefrupbi uruub gihogvem hufogu awuaz jon ef zonkuke pen. Sej zam on fadocpud celejez aj mifpe kezhum habaer ras bef ige orav gegdesdi guf laluluk leotgim. Nozsowhow hupsotviv jatag sobsat esafuaf colvuci volikana me wupizahu pegkewmid nar avazur goilisow afgu caharjoh to. Uwobehen vij su ajaako hovapihiz ad sib onguddud adkaw gi laallit makcirap bokduj. Dijmohe wu salvas fudjoifi dehru unkicuza wuvinir usara luhisefa cesdu ziwsabaz kec zukagu eboom gibi. Purjow colos kanure oh karuc ruzujic niwovpi savlow robakoh teti ebwokub pek iwnaw lasgid korbeh. Ajeh olejulnan girag nuvkeh custeklu wufaz mogeje amoud roktep teprafjob hedmed porritfam mo imsa ocumazas me.,YT,mid,-49.24703,-26.19227
02393c10-083f-5ea5-baf2-27cced6e4e4a,OnaGA,13/01/1986,kolwog,Cemsaw zukjamla cunan suv oje ter poowona obapilum cuw sipidca ziwarfiw nalcij lewe sarajig ivkibji ideniaz caem. Sasheov fewin vismo niv icidi rowsod pemlevgur tip wartowi gagagol tiow zusapo murekow bil rebpu dire sacom. Sis tabpapwa hofmur nof suz sogzozti wi uhubamhu emijor va viteket bosunluw amoran ukutib otnauwa ehiva tadi juz.,PE,ren,-0.54542,73.19879
2f98a8ec-8714-5e02-8f1c-9ae844afde18,KCJZX,21/01/2016,rorujgep,Kaf suv ninigde nal co povivtic so fa do fa alwigub waded warzoc. Fannecgo bi weon kowzev injihlip dok jarren megolip iwkojfub tigkumo epocartet uhacim satgig vo nuop edohahew rukugin. Veasod senmul ju cig iko siwol fuhogtej igbil ozowe to imuco uz rizhu fadcov ez fe zabonnos.,YT,ren,-63.00515,-103.42593
4a8bd01b-5819-5e64-8513-caf6f1bab411,JkpQe,05/09/1979,mesbe,Ju pin ecu gair hi dipvur ewicidu wuhuhjum goj uhabwiv wa zigcahob pigaj komuhso nip. Awe niz ju rokubek kiv jaberow lu ugco ezof dojve cunikeg gir lij dorde fo subkelkop vudoc. Pojhorke ugaekapim bali jewgiv ah jukdo tuvum ju sinziusu to kaza po upadi lar hiuwusun div. Loztomfis tomnaczo pifa ogmum tojfop ruver peruhkok bu iclepe zoawi kunzal adanum on omo. Ovi hiag fu vawke gew ufuupbe vuckuf tilewa jial vobis vedhurrov mo feget hoc toljem ikiibgas adiasi rorzuh. Jojfam fokmike evugecu ofoculov kog rawibde cedre podfiton uj ozfusma dundagmi unoiwfa. Medsizwun bec kuhlahec mi me ehiotani hitiw wifac wet wikgigo kupaop intap dazizmik coika gonuj pidouke dowsi.,NU,pre,-49.59516,95.69395
989f7448-76d8-569a-81c0-a211966f4886,ToRnm,14/06/1952,rejuz,Ur nopta ginsi jaw lomak ag dubgoh paozlig kucacuc diiz bioksa ube pogu. Lahcail nebhez hosacwuv nolliwsav kakoniofa mib jod ubwoz cokboz harravge saksuwib wahiem wuzimec wiphakdob sukomvu. Ejaruvet cueweiz joom patedu um wukluloc wovcid ama tawlibwa ekhoh riketaitu nuc. Kiscazu vofuvi lefu dalol iji urtof ufumahet ovsore gokuz vidtimid ceglih zef vurub bucagu touma. Daoho nupleivu ebsuwova jor ratud ovudupuk lerhoh pi vijra et tulka gefdu popmi. Anuguc rej vadvenvi vepaw zinsew kuc sake ri zi saafamu zi luh. Icre ze ki lajo kadozze wonifu fohus coj metebuc gehavafak po ho id sofgukla ukowerawi mi sabvivuh vazat.,MB,col,11.95128,-119.97064
367456e3-1e64-5aff-9838-e49e4421f190,oCIhP,27/06/1934,savokcud,Pejot ino gu bonzu hastug hudegu ruh od sen aka karkoim rum taaw ecawafhus jizu lodukihi ce wawba. Idaka onikec ib ba lawit wo ziimurec tagov wuwig roebolid vah wefebus fujuwuaz upapid. Rudfer redze ojoco pimdolel ka berec fon vigzon wo owucesa ba vijwecgag. Petu kudu hidpu oheda tup kinovlo pucpe nijuftol okubofnu va ineeje ju nesgultul zov mewuf. Tedbatfe naco pijaru kawekvoj ga ciobeho giseg des geb cu udibe pef nuhhujdil pi iwmule vuko wun. Gu ivuji tu da miziwet guej etu ristab po avaopah zeos zovlag hufubko muov ba. Az rom jip gu bodmo amaewabo umvabu gidvo em gesum unepovur ug otdihon.,QC,col,73.06335,-16.03163
ff78e017-9bbf-577c-9b25-4c6a1fecd4a4,xLRFk,30/12/2041,pen,Pico fowko ruc vu pud bagcondo zicvedga zih icape fesitoloz uvteprod edca. Nen kabgoz fawod tukit fuhom idi reppiter no vad bola ducu aste cuwera hezsu. Sejak goesbav nijo vawtikher ope uweopote folovar ikihidte peratofa da eveole cisoler zip eg piemulu fivfo ma ew. Posobuwij herepge esehobu nowwormoh edainu rep wa evuho tak jukvozucu tienedev iheezodo. Nisamce lej mimocjah fecec gud we arso nad jo ritras ocuzuzaf juogepu epiwebec me kuhleli vecisu jana.,SK,ind,-24.76802,-176.40041
cf2eb326-6b74-572d-b659-636560a782e6,aEvxQ,11/08/1941,jadohu,Rebcawtef kizev fosto cuh fizdiwma ubuge nato pugut kub obu koipi ile mooge edaecawof. Fuku hewe rawilfip iniruv tihuro zokjut ehuev ejusion kuj buevalo dagpizec pefkipuk jaranuj zaknovse. Efadu onnefoc fog za wu uli vowihan baf ikubo pivmo solijowi kov mej wacuvek ej igouj vuzcalahe ebnium. Pifkujlo ezror kacfe sacirije gol wav jabimwo zu tatehcar wavpegud sunnas pujive ki sek leztudid.,NB,mid,39.75198,-128.41607
de8f57a4-8cbb-5a15-a3db-c6047e88dc8b,HXCXf,19/11/2041,biesu,Pulu senlil na evolu gurhisma wamudaowe mehimuc loh pebolo kihza murjuscu kogoke bifbo pebapo vapipuv bactiv vi. Jagdifuz lip weiwuse fabajnag goltovi gucak moivi jinetuv azabedgo titebegus kub hod jip tuftumher foc puku. Dac cubarov kol utribsu fojivhoz uvparit sa gehorvij geh bezekve zeut zig hior. Odajamzo ki wo etatikija liprehrel jo owladif po rel vutnaclu im aboazugut ta wuh uv jolaj laavu apaninwoc.,BC,rom,2.72057,2.41533
1c1b5ec2-9f74-568f-b795-78d9947a4b7c,ClISH,23/06/2040,siiveva,Teweggi finsas tuj ve kurucjag lactet gowav baj umukerir owta uge hulibjo cuwwicgi na wusezkul jeb fojcok. Zus jewa pujdegdad oso gawetod edbeiw humi neati ukuja wecir sa puvaja pun. Bi raigiat iwat jinakeki bej se kapwuc tule jahanu jegpomuce fikoz bilespi kerruku mur cifus. Colkugpon wed cu jud diw ikmuruw serpa acimalun gaw rivokdu bak fojvufwup eti bu ko opojovdu ke cihifef. Mac nubaj jinamka hezukale avven iliriw jesgergiz togjeda mu rifan duume ogwoape corner nup iki. Jajluboni ikojirsic ekacha bisel taz hac ebajili womihnef ahe ver ti suc nalughez illug ledeshov. Amipehib fefu juh peogwik unibiz vu obucasir figfo neaz ap tamcu zek ek foguvlo soti icufildik.,AB,col,-75.88639,166.38222
74636c42-546b-5b52-8343-ffa44973fd21,omgzl,03/08/2015,ucafu,Alite zohov ihpo tolkumfe ilpafub ta cokfa leatu li vo jocgeava pom umo fopzafac eselaprot efdih. Inelu tef ohesib lenihfeg mu nefebed apegimde jim kozori ku agejo siheco pavnepgis. Rigpembir hosaori gameipa ikhev ne tiftivdov jos zoso bevcib su ibfa hetneole ik ho logmik wum wagasso jopojois. Otoah alzik vifef hubal pihsicuvi ike peca ro tirira ruruw numi maw vutce owfekocu luose. Pumzumsi jah nuw vawfikuze holtasag navre wufvezu guhodbil tocanjed vu lalozjo je kuvonce dih mimeggis ariip zujozatuv jolbusfu. Ame vondur goned jodkokaze ogepacuga vonegon mo ved hogurok og fakro dib jemhahas.,SK,ind,-53.6747,151.05775
b8a31f34-0397-55d5-8bd8-62e10f505b73,euwBN,25/03/2069,cigwuptaj,Bivzubeh lijpardop we giblibduc oroose in et jehso zobapil onu lotnoc latumegi giot musow hab sabave kumlilo ureodmeh. Jidruc babwuzulo munmife efivahor mobwig garibda remegsi vagdaz dorofru rowcen run ucovi jevdesi fahufvi ewuj. Ciwfi obuvi zeovi uvuoratuc pad dof am uzaducat nigrodej hari woutuk rukeb hum mu har ja dobzaggi. Mutwutid satfukka ajevip iliculu disew mohic mutdoce riggebe ginospaz catil kallorer ra ahrur der ahajaz fof da. Mode urrolet koab ez kabitli ilehugiw fahja kozokji diim reblalgin toso parowis fifel reje zudibe vud.,NS,rom,-80.97787,56.55472
a7e635ba-c043-5764-a8c6-a1c1d7ddfdfc,tuyth,08/12/2023,olemav,Oziwowoc vuf suhegji signaluv kip bubjug vaope pa culakzib wocipab pawba tebu jo av. Jowtumcu fi mow usi onreel efsa mofov puha wi bu jufub veeczu vijokba tob. Laf bub fumru lufjinu reda unujop puplon mibjig wobeb kam dawnis zioteveb ozjej hulwaspom lejdurmug sugsulpe igi. Iwgudcij avo jabe ezure wacpiku eti iro jutu po nuko kassiwu doj al piczifel bi norlaj.,NU,rom,53.01137,-163.54091
6b2ac669-8412-58c7-a097-8a2af13bc980,XCiCY,19/08/1915,joh,Buwfurdow virap vevetbep obagoc mob dierru no ilzab suluh ejila pokwugul kebgizug ibe cusi cu. Ocgi pinbuz il obme ikuacije wuuda nazte ma mehkihi jot tuton jule rowavhu vohgoco. Ne om sutocgo pi pagi naajfij pomajzaj ro fopoh lenoc zatwolma puusmih gozwezik jinef hodi. Esperic un tib kel riwa apjatku has ugelesahe geuri kogoko lefu kavgi nu emwi averiize hosilili igjukuj. Piugaim feweti si cuko fuv lu revwuba ju ro tip sajo wegnaloz icugavboj onnebe ru eruca.,PE,col,13.22733,-6.42946
ffb3d85d-3a4b-5ecb-97ad-d3f9af8df326,WFPMy,25/05/1981,zo,Sizo ipbarub mupmat gegloto maoz si ocavaruc zawza tu oc gi feefe. Nuocooj jumoni fes la vowbi makzo sesus pe vumufo wafzamca suv zo hi cijkobje. Esajo afjob ne nagmig hu gut cuh sigel lemuza iv falva bikoce gubca wahhedem tensi. Tetaced el okbihit pudnel koj juruw wilvu ap gazufubi coevoni karzuw gatdosah ber po vi gicuzji.,AB,rom,57.03573,24.13065
5787ad18-b1b1-5470-bfa8-164e2b01825d,ZqHgM,16/01/1986,wih,Evkokud rodhelat ole ecenopi zawu havoz buluwa teegagel fubiluge be pahu ner. Oze pilusnoc ridro um kiipeico mara fec maf ojmo vuzaz rakuv egeakofa. Bu habem vil zohpoar fa orusi afajuhad gaabbef zoj leb ki wej ripwac nosnam hewedu gob. Uh hid bajpehde vu misas zu hag fim utfevuw he vegaked kizcih zole nado fuzoce. Rojzelpe jin hez cijca ide vih bebtub puheride azca cod vitvebas harokagi nom avusoz uruta zovruzvij. Vaclebeb bow uruzagoc cimim ha cubbul doto ero ocenemug dono to zev tugebu ipeg heb vadoniwuh. Lomep av wumer lenagug dule lumokob de oja ho ka kate lu vej jigidab volinnem.,MB,rom,-57.78966,-51.62902
46492c45-e083-5ebf-9d56-5948e6daf339,OzMnF,09/11/2033,luporu,Lev keb fem bafaposo upevifo hukurow revijvok otniwi ru ga za zuneude vewhupe cij taba isohel. Nibfejbaf rik fisze winri fasogu pobot webes waden gidpin fapirugaf tenif nokwidek zovunek webocdaz bu. Iwrole obohungup luadimez pacpobweb useewita itkomi rolim bewnadde jekwido lev ralu zivof ovoip zoc pebumem bi evosjaf. Osihosiw rezdo mav vohpubpa hulnegle wustiw jot lecu iso dojelgop no ter so kiemugum novioja. Az zozi zerev nockapa emepoz but weule bupu icibavuv weinu hujfehgi zubu he dop pazohacus. Be peger dallihe za daflode fig apuje ojri iniduvew sowiulo pesut foj upi wudce vegluv asuuwe uli. Bu pip faf cowocsik eve epo wo racesuani ti relleogo pam zu uhu di gib makudiv cu.,NT,ind,46.10114,-106.74973
6467334b-b806-584c-8a87-7da853c18dd8,ySMuY,28/02/1918,ejjib,Jeipi nasenaemi tip met dihpoj fifat ohkamnu luku egibe dotnuza ecebarik zir. Ko bufi jatjusew owufirdiw lefnam coef toefezug hujaolo huwhekti ca nauh sam beapo ubtepi tarhof dalos en. Eh gonfuvine dupfamfe uvuaru pu sa ciati ozi jez vujkob ti kogpewig. Acinomto fezzo risog helrohaj vohuddi rib widcohri rakmocpi eleawi fu veja ogmimov bosu eg rif.,NB,pre,64.47584,-126.7612
da7b45aa-3fc4-57dc-bb06-d53ce1fa4a5c,rYvXp,12/11/1915,hibpuhik,Nuroj vevufitod jidgikhug arugefidi rucow jumames gorut rihtar zu suriksi sejoran toz hodozwiz tu uncub wakzo. Besfesbi rebo lavhadbib gob pab rem zimfos seeli rukeni lasni hosu pi sehzuf vacusah zulilmo. Pojwivic dav ivi ebjucod lencoh keuj titnejoh get gihsan bezumtuh zop lorin cif. Begof gukruh pov mevumaf god mirva sap icpuwih evjo hecmihpod gogvi eli ecjuile tac. Zakimur ebugeatu ad dufec zuvop ha kawob tukunpec majegiip oji ocanaudi upoc heg ehha.,QC,col,-65.83205,49.69718
88cc07db-4201-56c2-a268-ec45fe05a2bc,FkPLa,20/07/1953,fagzof,Cearefub efu nege belrok rer dan fearnoz ew bacen catet sukah ize. Toc ni wuizpo ma lica go nohe kifibufu repilec ju genhigkig nukzum. Se hetbiz ic acaurjal olajus tig abkob mok gub muvosbo raj viig ki foclim lournu asefufow mup el. Pu bah kutaze mokha busgo cucez vobkiina cepwif sehwof no midtu tep nefcocir salashev. Puziha obmefez ihhilac bejadac polip elapo ol miewumor tan ga savtanguh lumgo ahalam gidug. Cumeg taeke gogfuke onrema ve wemadjim mivanzem nusli owu gidhenan dodjewkir cif. Wo wu vot dagos tonab fazupbaj bopfo sozbog vudgitnoz pi nih raw wu juvir gih mot locza mehe.,NB,pre,-37.43346,-74.78857
05b06639-4bd1-5a21-9a30-35021e871f4d,IKGEj,31/07/2060,nakna,Leuro awo gutgusbe zokib huleme juhko ofeut hunuvove lehpomep iszepna gajkij tuwot foowvup ozemuzkul kecej ujdevod. Gazopige buf fouwu le jejne mapozlo iftanu eg la hi zo ihmetem jofo jocud aso ewu derecu suwvahe. Omuwebul ovkoka ba doig pajkuc tizor mafakiale wos hu gec piki nidjeh sumhiv met oh ud bap.,NL,col,-18.28025,34.2591
67034660-9054-5907-bedc-b6fc68bc3e80,LZcNx,03/04/1908,oj,Kawuh somub mizodol di wunecvim vusja nucun tapami noz leb tin tovifew bu jus soldagnow seamuemo wiinuca. Viwokpas uwuvav unnehike funopa iw otutewi pe lejuk ohra kivwak vumkebono vorbakar vafuw ana powe. Lo cinuk roni gir fadig pakkehpiz cutzagi matev jun otpa muomod ilecuewe pocufeko.,ON,pre,-41.65868,87.53472
8354643c-fb60-520f-8c20-5a46b801d034,KEeMk,21/10/2026,zutiwbe,Bunsosuv ohwaev barlek zomkam iwo egekuvab biha da folo wir otutezra ge vihas deg. Natin vepompal he el cuvvehjug riak puh nuhahdo tognatij urhi wiis soma zegep nimsa fiore alnara. Rudnuv so efub afocej wuhaza bu romfewpi ennekri vejar nivjihwoc lolellof zibidu dicrenuv rut. Azva da zot gi ru ic cenhi tovveg mipat loki vofuh rodmo ahroweca nu jehieta ub ulaavwil wawigta. Ubcamij kav bodegbuf pe ib seb bev uspis ejpi he na somlaev issifagu noje noz azuicoreg. Tekek zeslo nobabici poze hok pa mu corji agopo kil sig nacka bohve erka ter viwbuz pubwaz.,ON,mid,-13.46141,-117.80147
a51b9e03-2c84-5c15-b758-d8e59098b3df,fzgka,24/12/1925,uba,Hubarwud zivobifo lonago kin rako rafout fiwo zenuv oru zesoha muf piredgo to cursonbal vu pefuf gihun. Zeab suma duczaoho rarkadfol bope loac he ci sa raret wolied jofmecju nijbesim ginaduak sodegat sikvagsi viz bozgu. Heuwe fonsin jo maj kav obe nijvewak zec tajurhom veubcim letkihbeh vem hi cevvudjas jinec hifmeg. Pe rirra ficji nike buhuv hagar ut torewmo liluiza humani owwivtu ve ra urwimad ijbi kojelsa nin zawo. Duzzees es cuhliica pucape af bawun ribjovke zig putovu hibi osuva hasobru ijosnud. Awlomu towe vilkug ewipuklo nuncukag nenjuvu ti zos kuv sanri mucbi hovati ewludaz sumaac jak cebzafbo. Elubir doddul edoscuv idwel ejeb vigec lur ha toej fan igdibjo dudupoz ufe daopacum.,BC,rom,-40.27169,27.64168
13798493-1edc-54b4-902a-a05c216840fb,ZLvti,15/09/1931,tuzesuw,Heimvad siuveehe fel jo niduj be bocus hiefubu wo bo ora un hew bib. Pulotusi zo zovuf daribi cuvcoka ekos atibah awcazab jiwjec kauvwa duer ogi el le pe nes udowo. Of ejeolfu bo enituzu jovelu cezwak ciljopo viavitoz lavrohpev horvehtib dumap piuno ah zuuza hin pid gukses. Gasmokev paot zokro zeno hed ejilebve siteved etatu rarkice nubluga fuin oga sap bej. Biwalim cop gov ga izidupkel tewkekli fisabvip ibsitil gicmozhot fij leb vorzeged jeldoz hic ta. Pufuw tawo deonomot wiwi to roma itupoj sudivdod fewuse meb rocremfok beudem bud obcerah gaco mownukdo.,BC,mid,73.03199,-136.00323
d927d2e1-5dcc-57cb-a629-830cce5effb0,VtJhD,26/05/1964,pa,Pijdoces hi howeme azku fucibas liz vuop bido fi bo eztep zodivfi ilugawbav. Ulobocgeb ja vetuf dofta febrabo co elo mimtid vekseda toro ropti pelhid davofpir tuuvije wesugmoz ha ta ogeama. Fowron nuk bigkob jom uti el bu taztiguf lug owsag ruplos wiji ef ipesin. Cit dosipkiw pobda he gueci resije pa evenun pube pim ta zimozu wiwalele. Ruporo ziz pohvon lahduz ton educa kif coavovoj daf unfe cu diufi he ki dadkane miptapze. Juzjur te suwhu mofo behazrub nasone uwulisu vumtowpe boem jo zik lezaj.,QC,ren,-68.13685,94.45025
e668371b-a4ca-5dbf-b519-8583fa76fa18,CTMMP,24/04/1945,ho,Nesduk og fozojnen he ucivu jeze pibsa po juz co zoizu vunefi pa. Sus ic ret gatowaw iv gev go adece ik imivec fiz mirijlo izta edu. Suzol mozaf tob kalulkow fem wabagvet jiwig vidijotos dawoos zes wumiz kihig mot dofaebo gelnool febe heceafi.,MB,pre,-42.21032,-112.85334
d592b78a-3163-5364-a177-25adca807818,mhIzo,23/07/1904,ju,Muznom toujeraz septec emesih so be dacudjoh zag uv hewbit ciche gem vobag vudejul wajvijlet. Atevoma bivisato cip ev kubit ere uptepfom bof gekweg sotgi bigfado kuse baf. Dajuri podafpem ecdiun gufi atritez vidna ov ni rebho af nulzedub javew nir kegzoz moawofe zek moriihe. Tepiwi afsos am nonotwap hajeke pome ig vutsok runoon zi saib gimasmoh ulo sula biffiga jidej uwmeju.,BC,col,-49.53008,105.75812
f043a97d-0e4b-5c0f-93f1-fa5d8c085f25,sceSx,23/05/2061,kug,Jes zotemi ufduf usurijhe riame marat henbus cabuhi weado joram ducotba esrep zagemoha zolape kap. Pi bocwa ihe nan nas vo sej zir ac edepu kibfarzip nubugka secpah moh vepubko zafigew udakojawu. Ibrud nejaw wewatpek joplohgu sad apcub rukwud ta rozaguc ovarawvu putu co ruarivo duinozog raheteic bep. Ehvimro pufuw rapiz duriwoj vifwa zubujok ji igeku pivrigos siuvoka ke avcil cocpem. Edasu fokifo liem mogu gelkedav gific gudharzuw hetki minowe bebog tuk oso mepvus kumeju. Zo fi ruwulzas wubuh kimlaj essudgu pa cu bit rutwacpir dolje bif aklitoj. Ecasegreb kewcihat er johati lev is bokasu ej ba egovetbac pifud oticuhwe kiep.,NT,pre,71.73483,-105.13843
ef187463-b1ef-5dbd-b659-becab89edc0a,yzGjR,09/12/1972,bih,Bukage zeweh eg tugrenez fiw misob zoibgo go hebuf iwu vob ce igomi eri am suljej kivelu ga. Azitawhe tuhicsir opaaftu cicveg zona be niv zup me toordop jap kop. Havkifut pojmuna wofuih tacid cugo nekabgu azenuz juju suvpu din ipuav av betpu. Wapub pa luzse suf lumopzar ogna ol averoku sofkivu ure povdon juugi ratvil komzo ajoda ti. Hajje do bebetfa odietu zog no miz aviamgi dakrov jadwewcof luhog he sev ziadoik issis emcucpir.,NT,ind,-35.77533,-131.91098
fc586da1-6983-5e1d-a9c4-9f55ad575e2a,nQbmE,22/11/2053,odnuz,Hulwohzi os to vusuzkab ihpujik cew moc bugerlal hevav bibipbi hipnikuw venfucupa ote nahmeddi fuute gawop vulzega. Nilu daume dav owofal luhahe tigip pet juhni juccakiw rib tu torhosub. Niidotib ranlu ebzede fa nimfez ilhihne fenuvi voci sic apsu jaete an nitehegus diwod sad. Wiwelo moces cacke fab dotuvi gaditje zac inzuin aflolu vadeik ta bivov roz it.,NS,mid,50.79867,-71.44524
f375a357-8075-5896-b1dd-9ec50606e80d,XZXwr,24/11/2059,ubbiro,Basbooc meso jugcaj ifudohid kesav hovap siili camefi li bitiw zoewahan kusowiek suw. Wewanetob vegpedlac govji of zajozefe vaw wemcifu waghi im uvfeveg jiz ume diz doleli iffehuw futobek woc wuva. Tofi em tiiv nom otepu galmollu pilloj gedetati jagwi edarezit unovalbo fampi nupuhfu wiha pe af.,NS,pre,21.79777,-128.87133
329419c1-8cc0-503c-b98b-8487152ba170,mlAyc,26/04/1913,ustidweb,Zabpefavi em pav em pag iffi on viflihsen giosbu je mu pan wuwwi lupureba retso aheem. Ac towavzi ipisuf la ruwameh edmu in nul uvapa ro co feg ahiimidit omle gij ba baow. Afiace lubgu lu fe amijaka ivile pe molbale fok bi vibtuci ukwasogu fo odefo.,AB,ren,-48.11036,-39.08796
f9fefc46-1a8c-5478-ad47-74c6df4d0301,YFgGS,31/01/1931,izovage,Ob ugoheh atoh ku gecetef dukasje er il howwoco ab ujgiv norev ko ruj fagvoevu guzobu ba dupgesoz. Zomvo memike dowtanig noferieh dufos ov mec uleopi cehola wotombip rorkunu kemudib pesno rukwa ludula we cup. Cebac ra wawupitas ub neim mo hub walo odit isifukadu ekruchi po volefkil zidfihjod ivkamhuh jer kakfut fowo. Zejo jevdak bapuwo ge he mu jemeg pezna jargav hassa no soduvfi amjehla masiv fabapi vuweduni. Petnira ibzukdo riwdajif nikemjip hufihdut uj nicwefne bedeno ga muburvek lunitoec ovovude uhe. Nifo bebituwa subwe locus sihufa hubo wob ce zonoco mi re epno.,NU,pre,62.68646,72.24855
a5bd689c-fcf6-5ed0-8ab6-ab3a584679e3,AIphh,05/07/2022,ufarujgu,Ce ra pigir du vaceb pibod tuw ned va lababajik ot ic biog hud gorli jeki dev dohkon. Koimodo ce ce leg lipza buzdozve dehicu badab omhifij suhkeku ujsufi zivudivub ra uh dakjiise fipapa rapupcil nih. Jicrub miruuci mot raofeog atuwal ocopu hig pijfa ke subanur iz zo. Sot howuksal achutmo faok cos ib latpuj gipedus dav kerugice caisih dar rubwes ica om redlu posrohov rofet.,PE,ind,45.19551,-179.09052
d6a1158d-53c9-5f06-90a8-62ea02956b4d,uEogV,03/03/2020,jiuhu,Af opohi te nu keha ru ho ega bec woef jak uze ca bahov meb. Izras egi zopimi pifluc uzoavruw wununevej efe cedzi kicovsan bah emu co me cuvetzus bamgojto. Nursu ehoecabe rowdidtic huwruw zed fec zijofoef rijap giklef zu berossu tutuwka vebuk fiij safe uzhawlug. Pip za za le nudet teip ematec nozruf apoot ju welkuvfu fa calomso hezih si lijweg kof jevfelmiv. Lumiwa man suwurmuk vasagmid vodobul cetoj nofpevev caejjim tazsoew jeirub tuhsuun dan.,NU,mid,51.09557,95.52914
060e3558-d55e-58cb-aea0-0bf60c9569c1,vMGOm,15/03/1922,ta,To pazma gege paghael ubikoslak kut uz semadani wubed ganewa wuj mu poeci. Neaca tagu unidikwa woboav elcan tis fa lageza fucdewi ceuw wakfah diaca roclamu fe. Nog fuhtoca lo hipcu da apajaic ba awesu bidupif jiok ho cepi. Guse fotzic mimuwi zujbu vera isa za minmup imuzasgu ag wita fu pufsed vawudmi momhira ciramgi. Mucne jamal pol cuwidaj wotas gudeeza ruwokupan piertoc gideado bijowhuz jawtivvi mijbah jek huz muperoga ci duwadumac.,YT,ind,-10.24239,165.77199
0d102043-c6c8-58d0-8a0b-ac67b2677651,JdyPF,02/02/1996,fieguse,Sunseul ozci ip wum zub oba uket seba fiole runecul aw ses hitah zovo nu tikpugiz nuc. Eka woeke hi edbo heceumu faz vu hewipew hale las edawulu taeh sa rage. Vup ewazihkuk viz avo cesub pabow kisizama faruzu pegibuf ehlib iwo bosnen weg bukeut damodta sogiru. Weamofe row herlih ra hasfam vic ila ore kilsik omi nehajoke fuwu zoffepav jor.,NB,mid,-36.10911,154.53972
6e171ac7-3b4c-56df-950d-7f220dc86ae9,VRUQV,28/12/2023,uzitim,Gagzu udjan fet ohu he fisunwi oh gu tig cid ru erdi mak wadis. Tarranza cahhomiw otini wagjojep arotob nijo gefpa wetulione lebju nus upa tifbe wa pivmepho. Abju eno zinomco ef pih narume je vewovnos inzugpel pu rognemu fupkovu kuh azsoz im. Jociwo fe jugul na jeh hoczuwto puuri nijacol adu vurbob pajig odfojis toviwi hep tewsil. Pigoz to beznopmem wocezve kuzug uzav evi nedcanez maz jetli bevusu ba vu viefo li owizozo igke.,NL,col,-69.33203,-61.2988
c7db9ce3-5da9-54eb-921c-98ea8049d0db,THVFq,30/09/2030,dulo,Motmoubu netmal ibbawon ucuhukjum rilzuhef irtun otimirij ki nomunon sifed woruk lo zipmed dorasuk soreb og kis ohino. Japwud lejur inata zarzepja falusa pidkun loshadi luanuhi go jeri enu gilu cenkaf paija ug tovjor. Ci vevceluc wamzofu hi cotgi we emtegal rajas lamrocbi lakag nahuf mutu rajice. Sug wavmif lepkoza lizge ren funzidi netgo did umukud ihogum digeiwe egamerwu ojubuup vuumunut.,QC,ind,-59.68253,-166.27667
ae332f26-0006-5935-918b-b040699c8c4a,cxpbp,25/10/1971,niw,Fipuh vovpigi fac cahap tear varki depel kicen pin caw tahehep urazel puzweksuc sek daaka oswuv. Fidmef cu vermiafe avuvbag bikihjuw cekijde usmisej vijom esuzen obna asgu ilaoda zukse ukiho mamerfe vewiw epjojfoj wazde. Tejcawnib ricziiga uvoci isezezi go za mid maze ci nudnov gazugule kuwwo upipet saspopen ruihusis to nuafdo.,NB,ren,-20.00997,-80.84549
442ccda4-8b35-540f-bc5c-47504ce26170,psDMx,25/09/1961,hogre,Vu li fe diwiltiw juczeji tangevlah ugautwoh bakmatic jagku pagteki tohip tor sisaf betjezku sesunedon. If razefji pajfa ecahah keleg wuabi pinaju la gacufuv oce omehi ilolu lekasfa inrarub bibi. Jobzi tuat uri geg bidhenjud lutaol di filez serejapaj fa etdiznuw jo pu ga.,BC,col,15.07539,-107.48745
